prod_id;name
co0004363;Dax Avant Productions
co0004366;Monopole-Pathé
co0004367;American Media Incorporated
co0004383;Xuxa Produções
co0004392;Loterie Suisse Romande
co0004395;Queensland Film Corporation
co0004412;Volcanic Films
co0004413;Indyssey Entertainment
co0004415;Island Alive
co0004419;Festival Film Productions
co0004425;American Cinema International
co0004426;Columbia
co0004431;Corona Film
co0004434;Yannix Technology Corporation
co0004435;David Merrick Productions
co0004438;Drakfilm Produktion
co0004443;ab'-strakt pictures
co0004447;Pinocchio II Productions Ltd.
co0004448;Film Cinéphonic
co0004452;Hera Productions
co0004454;Région Centre
co0004458;Taiho
co0004464;Dugong Films
co0004467;Unite 3
co0004472;Fundação Calouste Gulbenkian
co0004479;Amazing Movies
co0004481;OFI
co0004485;Douglas Film AB
co0004490;Odeon Films
co0004495;Lynn-Romero Productions
co0004496;Cinematografica Latina
co0004500;Grizzly Falls
co0004502;Lightshow
co0004504;Legacy
co0004513;Crowfilm
co0004517;Jarowskij AB
co0004522;Turman-Foster Company
co0004524;Fairview Productions
co0004532;Teshigahara Productions
co0004533;Murder Inc.
co0004535;Coproduction Office
co0004538;Extraordinary Films
co0004547;Fact & Fiction
co0004571;Kinematografi
co0004574;G.R. Productions
co0004592;CMC Xiandai Trade Co.
co0004596;Open Art
co0004608;Jackson/McHenry Company,The
co0004610;Blackwatch
co0004611;Médiane Production
co0004616;Robert Fleming Leasing Limited
co0004617;Dentsu Motion Pictures
co0004619;Eagle Cove Entertainment
co0004624;Peters Entertainment
co0004642;The Filmgroup
co0004655;Passenger Films
co0004660;Astra Film
co0004668;El Imán Cine y Televisión S.A.
co0004670;MS Films
co0004672;Keukdong Entertainment
co0004675;Les Réalisations d'Art Cinématographique
co0004678;Woestijnvis
co0004680;Dalia Productions
co0004692;J.K. Films
co0004705;Sahara Company
co0004709;Alto Verbano
co0004714;Caplin
co0004720;BLT Productions
co0004724;Crystal Sky Pictures
co0004737;Gold Key TV
co0004742;Discobolo Film
co0004745;GAGA
co0004748;Exit In Red Productions
co0004750;Vision IV
co0004756;GINIS, Belgrade
co0004757;Thump Productions
co0004760;Curb/Esquire Films
co0004763;Elton Corporation
co0004770;C.F.R.T.
co0004784;Yamada Right Vision Corporation
co0004786;Jodack-Decade
co0004791;Janus Film und Fernsehen
co0004792;Comic Strip
co0004795;Dari Films
co0004798;Lademann Film A/S
co0004802;TFCI
co0004805;Volksfilm der Volksbühne am Rosa-Luxemburg-Platz
co0004806;Trio Film
co0004810;Orpheus Films
co0004815;Casa de Filme Unu
co0004823;Upland Films Corporation Limited
co0004824;Award Entertainment
co0004830;Delta Deuce Films
co0004835;Denial Venture
co0004839;Eiga Dôjinsha
co0004840;Sumar Productions
co0004841;Ivy Films
co0004845;Pied Piper Productions LLC
co0004861;Salamandra Production
co0004863;Holiday Films
co0004868;Pierre Javaux Productions
co0004871;New Legend Media
co0004872;B.J. Films
co0004877;Cinema City Film Productions
co0004884;Fifth Group
co0004893;King Brothers Productions
co0004899;Columbia TriStar Filmes do Brasil
co0004917;Twin Bros. Productions
co0004918;Polish Corporation for Film Production
co0004920;Comptoir Français du Film Production (CFFP)
co0004924;Netherland Filmfund
co0004925;Kintop Pictures
co0004926;Bueno Pictures
co0004933;Terzafilm Produzione Indipendente
co0004936;Albright Films Inc.
co0004937;Sandy Howard Productions
co0004941;Youth Film Studio of Beijing Film Academy
co0004944;Cineriz
co0004956;Meercat Films
co0004959;St. Regis Films
co0004961;Zafes Film
co0004966;Promociones Audiovisuales Reunidas
co0004967;Ben Myron Productions
co0004968;Moullet et Cie
co0004974;Jack Valle Enterprises
co0004980;Omnia Deutsche Film Export
co0004984;Asiatic Films
co0004985;Aria
co0004988;Atlântida Cinematográfica
co0004991;Motion Media
co0004999;Illusion Film & Television
co0005004;Three Springs Productions
co0005012;Silesia Film
co0005017;777 Films Corporation
co0005019;Interscope
co0005020;Sig Shore Productions
co0005022;Nicolas Entertainment
co0005023;Tomsen Films
co0005025;Vanguard Films
co0005032;Stella Film
co0005033;Artistic Images
co0005040;Planet Pictures
co0005044;Chysalide
co0005045;Table 7 Productions
co0005048;Manifest Film Company
co0005050;Les Films à Un Dollar
co0005065;Films A2
co0005072;Chase Films
co0005073;Universal Pictures
co0005076;Les Productions du Champ Poirier
co0005077;Zbig Vision Ltd.
co0005083;TVC Productions
co0005085;Billy MacKinnon
co0005087;Beijing Guo Song Production Co.
co0005090;Nanny Productions
co0005095;Arnold Semler
co0005104;Man's Films
co0005105;Centaur Films
co0005112;Richard Williams Productions
co0005113;Michael Obel Productions
co0005116;Irusoin
co0005117;Sunday Morning
co0005134;Integrity Media
co0005137;Art Theatre Guild (ATG)
co0005141;Imperial
co0005142;Chimera Films LLC
co0005143;Alpes Cinéma
co0005154;Animal Logic
co0005159;Lynx Films Ltd.
co0005163;Museo Nacional Centro de Arte Reina Sofía
co0005166;Millman Productions
co0005167;George Street Pictures
co0005168;Melvin Simon Productions
co0005169;Qian Yian International
co0005179;Filmexport Bratislava
co0005188;Maydi Film i Video
co0005190;Blue Parrot Entertainment LLC
co0005198;Aircraft Pictures
co0005199;Scout Productions
co0005206;Company Four
co0005208;Tony Leung Productions
co0005210;Alliance Entertainment
co0005217;Basilisk Communications
co0005219;Duran
co0005220;Fontana Films Pty. Ltd.
co0005222;Brookwood Entertainment
co0005223;Top n°1
co0005226;Blump International Films
co0005227;W.V. Filmes
co0005233;Radiant Productions
co0005237;Bat 21 Limited L.P.
co0005238;Les Films Caneuram
co0005240;Sunil
co0005243;Delirium Associates
co0005253;Gaurko Filmeak S.A.
co0005258;Casa de Cinema de Porto Alegre
co0005261;V.M.C. Productions
co0005262;Brink Films
co0005264;Varma Arts
co0005266;ITN Distribution
co0005273;Dream Rock
co0005274;Film Gallery.
co0005275;Cine Saison
co0005279;Cineroma
co0005291;Maron Films
co0005299;Eleni Productions
co0005302;Alsid Productions
co0005307;Zoom Cinematográfica
co0005308;L. Driver Productions
co0005318;Ink Slinger Productions
co0005323;Lakeshore Entertainment
co0005324;Duo Productions
co0005325;Mantarraya Producciones
co0005328;Tajik Filmstudio
co0005329;Lunatics and Lovers
co0005331;Film Society of Lincoln Center
co0005333;Platforma Filma
co0005337;Czech TV
co0005342;Société Générale de Cinématographie (S.G.C.)
co0005344;In-Gear Film
co0005352;Slovo
co0005353;Best Film
co0005355;Valenti Entertainment
co0005359;Les Productions Crittin & Thiébaud
co0005363;Red Hat Productions
co0005368;Beijing Rosart Film
co0005370;MBP (Germany)
co0005371;Sonet Film AB
co0005372;Seven Pines
co0005374;Think Tank Films
co0005378;Colored Players of Philadelphia
co0005386;Cila Films
co0005389;Buena Vista International
co0005405;ASA Film
co0005409;Madjak Films
co0005411;Richs Productions
co0005415;Sparbanken
co0005416;Sumatra Films
co0005419;S-Pro Alfa
co0005424;Peg Produzione
co0005427;Gamma Film
co0005428;Cythère Films
co0005432;Catch 23 Entertainment
co0005437;Village Productions
co0005438;Cheyenne Films
co0005441;Gafer
co0005459;Colonia Media
co0005462;Azteca Films
co0005466;Moloney/Donnelly Productions
co0005468;Production Facilities
co0005479;Bhanu Art Creations
co0005483;Falling Productions Inc.
co0005503;P.C. Domingo Pedret
co0005508;Micheaux Book & Film Company
co0005514;Elsevier-Vendex Film Beheer
co0005522;Cineco
co0005526;Michael Fisher Productions
co0005528;Arco Films S.L.
co0005532;Facet Productions
co0005533;Les Films Galaxie
co0005539;PVPictures
co0005543;Romana Film
co0005549;United Colors of Benetton
co0005553;Samuel Fuller Productions
co0005560;Rumor Productions NS Inc.
co0005564;James Shavick Entertainment
co0005573;Play Art
co0005580;Panta Cinematografica
co0005583;Charles O'Brien Productions
co0005584;Alliance
co0005590;PIE
co0005596;2929 Productions
co0005602;Champion films
co0005603;Pacific West Entertainment Group
co0005604;Matonti Films
co0005609;Alpine
co0005612;Darkart Entertainment
co0005617;Duga, d.o.
co0005618;Montrose Pictures
co0005634;Will Zens Productions
co0005636;AnGio Film
co0005646;Asahi Breweries
co0005654;Atrium Productions
co0005659;Mantle Clinic II
co0005661;Vision Pictures
co0005666;Cineproducciones Internacionales S.A.
co0005677;Clavius Base
co0005682;Untitled Productions
co0005683;Malibu Bay Films
co0005685;Novosad
co0005689;Factory Films
co0005694;Forrest Films
co0005695;Monqui Films
co0005699;Santa Fe
co0005703;NTV Network
co0005704;Two Sticks Productions
co0005707;Strand Productions
co0005710;Performance Pictures Inc.
co0005714;Moonstar Entertainment
co0005722;Deniz Film
co0005734;Andrew J. Fenady Productions
co0005743;Rademakers Productie BV
co0005750;K2 Two
co0005752;Tobor Productions
co0005763;Frolix
co0005768;Filmica Vergara S.A.
co0005771;Zenith Cinematografica
co0005774;RTL Klub Televízió
co0005777;Cinak Compagnie Cinématographique
co0005778;GFT Messenger Two Films Inc.
co0005780;Cartoon Network
co0005782;Meteor Joint Venture
co0005784;Catpics Coproductions
co0005785;Mainichi Shinbunsha
co0005786;Millennium Queen Productions
co0005788;Rem
co0005796;Procusa
co0005803;Muse Entertainment Enterprises
co0005824;Tarantula
co0005830;Ascot Entertainment Group
co0005831;In The Bag Productions
co0005833;RTV Beograd
co0005838;Wildgaze Films
co0005839;Procinor
co0005842;Alberta Filmworks
co0005849;The Klockworx
co0005854;Kettledrum Productions
co0005858;Eiga Gekijo
co0005861;HBO Films
co0005863;DACFILM Rome
co0005865;Ciné-Alliance
co0005873;Sunday Morning Productions
co0005875;Hyperion Pictures
co0005877;Carville
co0005883;TriStar Pictures
co0005886;Pramod Films
co0005887;West End Media LLC
co0005891;Trancas International Films
co0005892;Berg- und Sportfilm
co0005906;Cinéa
co0005913;Cinecompar
co0005925;Jana Productions
co0005929;Sandollar Productions
co0005930;Telso International
co0005936;Trista Cuda Films
co0005946;Davita Productions
co0005947;ARTE
co0005949;Curb Communications
co0005955;Chessman Park Productions
co0005956;Albione Cinematografica
co0005977;Pint O'Bitter Productions
co0005980;Capella Films
co0005984;Vela-X Filmproduktion
co0005986;Northbrook Films
co0005994;Luis Film
co0005998;Albanian General Vision
co0006002;Event United
co0006004;Blue Films
co0006008;Filmplan International
co0006009;Ministère des Affaires étrangères et du Développement International
co0006018;Tatge / Lasseur Productions
co0006020;Tritone Productions
co0006026;Urban Works Entertainment
co0006029;The Sales Company
co0006040;Visionbox Pictures
co0006041;Filmax Group
co0006043;DiBella Films Ltd.
co0006058;oe-Film
co0006060;Daybreak Point Entertainment
co0006061;Marcel/Robertson Productions Limited
co0006071;Tokuma Japan Communications
co0006076;Brightstar Films
co0006078;Cinequest Films
co0006081;Century Associates
co0006091;Terra Film
co0006108;End Productions
co0006109;Vertigo
co0006116;Deutsche Styria Film GmbH
co0006124;Collins Murray
co0006126;Audio Visual Enterprises
co0006135;A-Pix Entertainment
co0006136;Arkoff International
co0006141;Oak
co0006143;M.S. Productions
co0006148;Produções Cunha Telles
co0006152;Österreichische Film GmbH (ÖFA)
co0006153;Small Circle of Friends Inc.
co0006156;Neuropa
co0006157;Dany Film
co0006160;Astral Film Enterprises
co0006170;Charles Gassot
co0006174;Cinergy Films
co0006176;Cine Excel Entertainment
co0006178;Root Pictures
co0006222;No Restrictions Entertainment
co0006231;Added Films International
co0006233;Hill 770
co0006235;GCO
co0006241;Little Bear Productions
co0006250;Optimus Productions Ltd.
co0006255;Count Features
co0006258;Alia Film
co0006259;Quebec Film and Television Tax Credit
co0006261;Studio Jirího Trnky
co0006267;Eizo Kyoto Film Co.
co0006276;Atossa Film Produktion GmbH
co0006277;Rapid Eye Movies
co0006287;WTC Productions
co0006290;Telepool
co0006302;Fanchon Royer Pictures
co0006304;Talbot-Youngstein
co0006305;Lotteries Commission of Western Australia
co0006313;Ambrosiana Cinematografica
co0006315;Spitting Cobra Films
co0006320;T.S.M. Investments Limited
co0006323;Buddhadeb Dagupta Productions
co0006327;Fright Flix Productions
co0006331;Treklövern
co0006333;Four Associates Ltd.
co0006342;Syrreal Entertainment
co0006349;Hisar Film
co0006356;Seasonal Film Corporation
co0006357;Rede Globo de Televisão
co0006360;Hands On Productions
co0006366;Bossa Nova Productions
co0006368;Breakheart Films
co0006369;Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC)
co0006372;Rainforest Productions
co0006373;Suomi-Filmi
co0006379;Wrong Bet Productions
co0006387;Action Films
co0006393;Jiby Productions
co0006397;Romal Films
co0006411;Penta Film
co0006414;National Film Board of Canada (NFB)
co0006428;Replicant Pictures
co0006433;Film Polski
co0006440;El Deseo
co0006462;Rufglen Films
co0006465;Ljubavny Film
co0006475;IDTV Film
co0006477;A.M. Trading International S.r.l.
co0006492;Visions
co0006494;Stock Films International
co0006498;Palace Pictures Promenade
co0006504;Peerford Ltd.
co0006510;Lutèce Films
co0006513;Lilith Films I.A.
co0006519;Alliance Film et Communication
co0006520;Temple Film & TV Productions Ltd.
co0006523;Harlin & Selin Productions Oy
co0006527;Figaro Films
co0006528;Grass Harp
co0006539;Hermes Filmstudios
co0006547;N. G. Prom-Diesel
co0006551;Pimlico Films
co0006558;Ill-Tex
co0006560;La Petite Reine
co0006561;MaJaDe Film
co0006564;Celtic Films Entertainment
co0006567;Impala
co0006568;GRB Entertainment
co0006570;Maglan
co0006571;hauskunst Filmproduktions
co0006572;AmeriEuro Pictures Corp
co0006578;Lucky Man Films
co0006579;Imperial Releasing
co0006582;NP Orpak
co0006584;Les Films à Paulo
co0006593;Cinédia
co0006599;deMENSEN
co0006600;Producers Associates
co0006609;Plaza Productions
co0006612;Filmfotograferna
co0006613;Lefwander Kapitalförvaltning AB
co0006614;Perugia Cinematografica
co0006617;Elysian Pictures Production
co0006620;BS Asahi
co0006621;MG Sri
co0006628;Nine Network Australia
co0006633;Minoan Lines
co0006636;Everard Films
co0006639;G.G.I. SpA Rome
co0006644;Waldo West Productions
co0006651;Svenska Film
co0006657;Producao da Cinema Filmes
co0006660;RTV Ljubljana
co0006666;Dufton
co0006669;Universal Production Partners (UPP)
co0006670;Belma Cinematografica
co0006689;Kee Woo Film (H.K.)Co.
co0006692;Bakshi Productions
co0006697;BEC-TERO Entertainment
co0006702;Avnet/Kerner Productions
co0006708;Magma Films
co0006711;Tycin Entertainment
co0006720;Auro Cinematografica
co0006726;Film Cooperativet Danmark
co0006728;Pressman Film
co0006733;Prakash Jha Productions
co0006737;Varahonar Company
co0006747;Compagnie Française de Distribution Cinématographique (CFDC)
co0006751;Mercury Films
co0006754;Genuine Entertainment
co0006756;Virginia Cinematografica
co0006759;Original Voices Inc.
co0006776;Joseph Singer Entertainment
co0006781;Demi-Monde Productions
co0006783;Fuchs/Burg
co0006797;Tiber Cinematografica
co0006801;Zahirah Films
co0006802;Darkbloom Productions
co0006811;Boomer Pictures
co0006813;Cinderella
co0006815;Llama Films
co0006819;Warner Bros. Records
co0006827;Hot Sets
co0006832;FilmTeknik
co0006834;Pavan Films
co0006835;Geisberg Studios
co0006836;SMK Limited
co0006841;Harwood
co0006843;Golden Eye Films
co0006849;North American Pictures
co0006851;International Harmony
co0006853;Excalibur Pictures
co0006858;Sunrise
co0006859;StarRise Entertainment
co0006860;Jan Vanderheyden-Film
co0006862;Sandrew Metronome Distribution Sverige AB
co0006868;Fennec Productions
co0006877;Sinar Films
co0006878;Tedpoly Films
co0006881;Lionsgate Productions
co0006884;Circle in the Sky Productions LLC
co0006885;Films Romain Pinès
co0006886;Hitters LLC
co0006888;Nomad Films
co0006898;Collective Films
co0006899;Silver Sage Productions
co0006903;MVM Entertainment
co0006908;Digital Film Lab
co0006910;Fishman Productions Ltd.
co0006911;Japan Rental Supply Shop
co0006918;Lincoln Films
co0006930;Mavericks Inc.
co0006934;Oranton Ltd.
co0006941;Clarion
co0006944;Cofiloisirs
co0006953;Ibsermedia
co0006958;Original Six
co0006963;Les Productions Prisma
co0006974;Factory Entertainment
co0006979;AAR Films
co0006980;Benefit Productions
co0006988;Cecile Films
co0006989;Rockers Film Corporation
co0006990;MPI Home Video
co0006991;Hidden Mission Entertainment
co0007001;Shochiku
co0007014;Astoria Films
co0007019;Filmstudio
co0007022;Thor Productions
co0007028;Morena Films
co0007030;Lalitha Siva Jyoti Pictures
co0007037;T-Mark
co0007038;Hivemind
co0007050;Moving Forward Films
co0007053;Evidence Films
co0007059;CMC Pictures Corp.
co0007061;Asymmetrical Productions
co0007065;DiTocco Productions
co0007067;Tormont Films
co0007069;Impics Productions
co0007071;Manson Corporation
co0007072;Suncent CinemaWorks
co0007078;Sherwood Productions
co0007087;J.C. Productions
co0007099;Les Productions FDL
co0007104;Les Films de la Drève
co0007106;Television Trust for the Environment
co0007110;Beijing Dayu Culture & Art Company
co0007112;House of Spirits Film
co0007113;SundanceTV
co0007115;Green Tiger Pictures Inc.
co0007116;DAL Productions
co0007125;Piggy
co0007127;New Regency Productions
co0007143;Metro-Goldwyn-Mayer (MGM)
co0007147;Tayangan Unggul
co0007160;Petra Film
co0007164;Circus Films
co0007167;Alistair
co0007178;Quincy Jones Media Group
