movie_id;director_id
tt0174913;nm0632756
tt0174913;nm0813534
tt0174918;nm0407466
tt0174931;nm0000972
tt0174972;nm0476990
tt0174975;nm0821821
tt0174982;nm0817811
tt0174990;nm0575963
tt0174990;nm2449406
tt0174997;nm0760353
tt0175047;nm0066584
tt0175075;nm0412213
tt0175136;nm0691547
tt0175142;nm0005540
tt0175145;nm0267309
tt0175153;nm0407466
tt0175155;nm0832985
tt0175157;nm0791542
tt0175159;nm0876619
tt0175167;nm0157101
tt0175167;nm0791543
tt0175184;nm0810747
tt0175203;nm0806293
tt0175294;nm0791543
tt0175317;nm0782381
tt0175323;nm0123009
tt0175345;nm0813216
tt0175423;nm0695162
tt0175514;nm0497961
tt0175523;nm0655186
tt0175524;nm0000122
tt0175524;nm0715541
tt0175526;nm0942408
tt0175527;nm0793983
tt0175529;nm0839645
tt0175530;nm0746937
tt0175536;nm0109165
tt0175555;nm0505924
tt0175557;nm0519882
tt0175560;nm0892538
tt0175575;nm0135952
tt0175581;nm0337422
tt0175586;nm0892538
tt0175593;nm0441325
tt0175615;nm0491626
tt0175663;nm0005632
tt0175663;nm0172826
tt0175694;nm0553428
tt0175698;nm0188293
tt0175739;nm0433716
tt0175743;nm0900712
tt0175755;nm0645477
tt0175777;nm0742819
tt0175803;nm0880151
tt0175809;nm0083642
tt0175875;nm0094101
tt0175876;nm0837406
tt0175877;nm0007128
tt0175878;nm0396933
tt0175879;nm0871750
tt0175880;nm0000759
tt0175942;nm0273208
tt0175996;nm0140090
tt0175997;nm0160541
tt0175997;nm0498782
tt0176012;nm0623178
tt0176016;nm0354017
tt0176016;nm1234320
tt0176047;nm0594794
tt0176048;nm0903474
tt0176049;nm0812150
tt0176054;nm0871750
tt0176069;nm0871750
tt0176075;nm0820232
tt0176097;nm0147251
tt0176105;nm0220828
tt0176113;nm0376290
tt0176155;nm0880151
tt0176185;nm0500535
tt0176198;nm0900712
tt0176200;nm0739388
tt0176244;nm0271084
tt0176250;nm0000179
tt0176250;nm0000191
tt0176250;nm0001364
tt0176250;nm0217433
tt0176250;nm0394280
tt0176250;nm0399630
tt0176250;nm0406334
tt0176250;nm0420768
tt0176250;nm0568224
tt0176254;nm0239519
tt0176254;nm0239835
tt0176269;nm0734747
tt0176326;nm0219456
tt0176415;nm0305054
tt0176422;nm0029242
tt0176426;nm0827726
tt0176519;nm0025336
tt0176579;nm0070591
tt0176589;nm0946561
tt0176626;nm0957319
tt0176646;nm0467397
tt0176650;nm0957263
tt0176666;nm0222545
tt0176686;nm0127119
tt0176689;nm0654714
tt0176694;nm0417757
tt0176700;nm0799302
tt0176741;nm0745486
tt0176774;nm0494944
tt0176783;nm0346550
tt0176797;nm0951799
tt0176801;nm0879755
tt0176809;nm0864775
tt0176875;nm0467035
tt0176875;nm0788572
tt0176883;nm0103186
tt0176912;nm0002797
tt0176912;nm0062057
tt0176948;nm0426461
tt0177002;nm0451701
tt0177016;nm0206838
tt0177022;nm0755075
tt0177061;nm0371712
tt0177068;nm0000401
tt0177073;nm0599291
tt0177080;nm0118366
tt0177122;nm0464331
tt0177138;nm0755075
tt0177152;nm0094274
tt0177185;nm0004084
tt0177195;nm0807746
tt0177215;nm0006996
tt0177226;nm0563698
tt0177242;nm0369686
tt0177244;nm0226696
tt0177268;nm0482681
tt0177280;nm0956507
tt0177293;nm0757157
tt0177341;nm0345909
tt0177347;nm0511151
tt0177394;nm0332516
tt0177473;nm0220828
tt0177490;nm0631539
tt0177507;nm0771923
tt0177511;nm0368690
tt0177514;nm0264967
tt0177572;nm0351586
tt0177606;nm0549422
tt0177636;nm0761762
tt0177650;nm0039468
tt0177650;nm0569790
tt0177655;nm0353592
tt0177668;nm0862692
tt0177677;nm0077881
tt0177698;nm0227460
tt0177746;nm0476123
tt0177747;nm0350957
tt0177749;nm0246903
tt0177766;nm0055904
tt0177769;nm0935664
tt0177789;nm0661751
tt0177838;nm0464383
tt0177845;nm0343503
tt0177858;nm0015359
tt0177874;nm0077881
tt0177880;nm0235583
tt0177880;nm0592551
tt0177882;nm0766649
tt0177885;nm0386504
tt0177886;nm0213983
tt0177888;nm0742568
tt0177898;nm0545169
tt0177921;nm0846092
tt0177924;nm0350271
tt0177943;nm0403629
tt0177946;nm0444328
tt0177967;nm0703890
tt0177971;nm0000583
tt0177978;nm0252046
tt0177997;nm0455394
tt0178022;nm0689852
tt0178031;nm0111369
tt0178033;nm0757157
tt0178043;nm0112498
tt0178050;nm0172781
tt0178084;nm0472646
tt0178116;nm0737380
tt0178122;nm0081710
tt0178184;nm0244876
tt0178186;nm0347899
tt0178204;nm0695162
tt0178223;nm0725345
tt0178333;nm0031075
tt0178351;nm0612474
tt0178392;nm0631539
tt0178451;nm0918792
tt0178502;nm0224247
tt0178515;nm0682592
tt0178516;nm0128764
tt0178562;nm0631539
tt0178579;nm0661345
tt0178585;nm0028065
tt0178642;nm0111845
tt0178655;nm0576298
tt0178675;nm0830569
tt0178683;nm0757157
tt0178704;nm0162013
tt0178721;nm0000852
tt0178725;nm0560628
tt0178737;nm0005390
tt0178860;nm0004303
tt0178864;nm0186335
tt0178868;nm0620378
tt0178896;nm0075318
tt0178988;nm0505660
tt0178997;nm0403577
tt0178998;nm0950728
tt0179063;nm0114976
tt0179068;nm0137664
tt0179098;nm0797869
tt0179110;nm0156520
tt0179116;nm0044803
tt0179137;nm0129028
tt0179145;nm0191043
tt0179174;nm0016263
tt0179182;nm0001707
tt0179183;nm0614276
tt0179186;nm0407941
tt0179196;nm0593986
tt0179196;nm0691497
tt0179209;nm0853028
tt0179225;nm0285610
tt0179334;nm0083608
tt0179344;nm0411654
tt0179359;nm0497961
tt0179435;nm0301903
tt0179443;nm0858782
tt0179464;nm0176098
tt0179471;nm0143552
tt0179473;nm0948267
tt0179477;nm0382776
tt0179492;nm0138893
tt0179493;nm0062463
tt0179526;nm0781268
tt0179626;nm0381273
tt0179634;nm0757157
tt0179641;nm0230695
tt0179641;nm0720297
tt0179641;nm0745541
tt0179664;nm0310449
tt0179664;nm0661038
tt0179684;nm0148182
tt0179708;nm0757157
tt0179728;nm0119653
tt0179728;nm0803112
tt0179741;nm0148262
tt0179758;nm0695888
tt0179769;nm0103655
tt0179774;nm0757157
tt0179783;nm0590525
tt0179790;nm0249418
tt0179803;nm0485548
tt0179813;nm0757157
tt0179833;nm0804858
tt0179835;nm0834378
tt0179839;nm0677700
tt0179841;nm0654858
tt0179861;nm0316151
tt0179868;nm0623401
tt0179890;nm0287566
tt0179901;nm0320946
tt0179905;nm0309233
tt0179918;nm0229260
tt0179925;nm0904412
tt0179927;nm0417732
tt0179945;nm0705587
tt0179950;nm0658816
tt0179952;nm0147592
tt0179955;nm0855681
tt0179956;nm0695888
tt0179957;nm0691355
tt0179964;nm0139036
tt0179965;nm0197929
tt0180004;nm0229268
tt0180011;nm0590525
tt0180020;nm0411027
tt0180033;nm0229260
tt0180037;nm0003735
tt0180045;nm0468002
tt0180052;nm0881038
tt0180059;nm0695888
tt0180073;nm0442241
tt0180093;nm0004716
tt0180095;nm0190599
tt0180139;nm0815638
tt0180177;nm0531057
tt0180181;nm0028297
tt0180207;nm0127935
tt0180242;nm0380819
tt0180250;nm0713673
tt0180254;nm0820626
tt0180260;nm0136025
tt0180273;nm0454537
tt0180274;nm0343126
tt0180287;nm0417745
tt0180301;nm0803966
tt0180303;nm0810946
tt0180316;nm0317328
tt0180320;nm0037576
tt0180396;nm0415059
tt0180396;nm10304264
tt0180460;nm0229210
tt0180482;nm0659094
tt0180524;nm0957365
tt0180565;nm0229268
tt0180568;nm0059698
tt0180587;nm0691436
tt0180607;nm0176604
tt0180633;nm0705649
tt0180659;nm0129970
tt0180660;nm0815638
tt0180661;nm0893186
tt0180661;nm0910659
tt0180668;nm0265853
tt0180669;nm0903819
tt0180674;nm0753543
tt0180676;nm0438802
tt0180679;nm0001099
tt0180683;nm0585738
tt0180685;nm0492300
tt0180708;nm0201969
tt0180717;nm0197929
tt0180720;nm0705823
tt0180728;nm0229210
tt0180734;nm0005367
tt0180735;nm0197929
tt0180748;nm0647718
tt0180749;nm0419485
tt0180754;nm0001090
tt0180768;nm0946179
tt0180779;nm0197929
tt0180780;nm0637176
tt0180781;nm0601077
tt0180782;nm0757157
tt0180785;nm0471560
tt0180786;nm0227460
tt0180787;nm0196614
tt0180788;nm0229210
tt0180789;nm0236732
tt0180793;nm0912444
tt0180800;nm0687325
tt0180802;nm0438802
tt0180812;nm0342099
tt0180817;nm0049294
tt0180822;nm0044936
tt0180837;nm0000853
tt0180841;nm0431270
tt0180843;nm0757157
tt0180844;nm0590525
tt0180846;nm0612730
tt0180867;nm0590525
tt0180872;nm0888502
tt0180876;nm0236732
tt0180882;nm0470921
tt0180888;nm0470921
tt0180894;nm0385961
tt0180895;nm0757157
tt0180897;nm0293113
tt0180901;nm0836681
tt0180916;nm0904355
tt0180924;nm0097983
tt0180939;nm0547717
tt0180939;nm0804080
tt0180939;nm2022975
tt0180942;nm0470921
tt0181012;nm0248054
tt0181025;nm0050287
tt0181025;nm0548616
tt0181025;nm0892544
tt0181034;nm0129970
tt0181038;nm0129970
tt0181049;nm0957365
tt0181050;nm0229210
tt0181051;nm0957365
tt0181052;nm0757157
tt0181054;nm0227460
tt0181077;nm0147210
tt0181078;nm0493894
tt0181080;nm0631872
tt0181120;nm0129970
tt0181124;nm0420533
tt0181151;nm0001566
tt0181156;nm0672070
tt0181178;nm0194943
tt0181182;nm0129970
tt0181185;nm0229268
tt0181193;nm0464417
tt0181281;nm0903819
tt0181289;nm0371890
tt0181294;nm0136025
tt0181299;nm0472303
tt0181301;nm0828623
tt0181304;nm0229268
tt0181305;nm0859062
tt0181310;nm0013041
tt0181311;nm0570082
tt0181313;nm0434699
tt0181316;nm0562645
tt0181317;nm0428101
tt0181322;nm0583754
tt0181328;nm0088016
tt0181342;nm0519509
tt0181396;nm0610831
tt0181437;nm0766755
tt0181472;nm0757157
tt0181497;nm0174136
tt0181498;nm0500867
tt0181518;nm0387683
tt0181523;nm0197929
tt0181530;nm0912224
tt0181534;nm0578117
tt0181536;nm0001814
tt0181547;nm0316230
tt0181549;nm0014960
tt0181574;nm0127263
tt0181575;nm0434019
tt0181578;nm0205289
tt0181582;nm0155598
tt0181592;nm0757157
tt0181600;nm0757157
tt0181602;nm0163813
tt0181610;nm0133911
tt0181611;nm0074966
tt0181618;nm0578857
tt0181627;nm0122127
tt0181627;nm0643664
tt0181632;nm0039844
tt0181632;nm0874997
tt0181633;nm0197929
tt0181639;nm0757157
tt0181640;nm0441525
tt0181683;nm0197929
tt0181689;nm0000229
tt0181690;nm0417732
tt0181696;nm0658836
tt0181712;nm0814715
tt0181735;nm0822586
tt0181739;nm0125803
tt0181739;nm0268380
tt0181772;nm0434337
tt0181778;nm0197929
tt0181804;nm0135710
tt0181805;nm0493894
tt0181809;nm14531616
tt0181819;nm0387683
tt0181821;nm0957362
tt0181824;nm0023961
tt0181830;nm0607422
tt0181836;nm0563301
tt0181838;nm0691061
tt0181845;nm0434337
tt0181850;nm0086171
tt0181852;nm0609236
tt0181865;nm0001752
tt0181868;nm0455259
tt0181875;nm0001081
tt0181882;nm0895526
tt0181890;nm0664607
tt0181892;nm0347720
tt0181907;nm0636495
tt0181908;nm0048037
tt0181912;nm0000419
tt0181945;nm0359386
tt0181947;nm0882746
tt0181956;nm0840671
tt0181960;nm0463596
tt0181966;nm0047971
tt0181978;nm0954437
tt0181984;nm0950226
tt0182000;nm0501435
tt0182006;nm0072354
tt0182070;nm0773140
tt0182218;nm0867747
tt0182221;nm0320261
tt0182236;nm0580318
tt0182242;nm1262881
tt0182251;nm0765039
tt0182253;nm0553206
tt0182260;nm0840651
tt0182262;nm0757157
tt0182263;nm0227460
tt0182295;nm0000110
tt0182306;nm0077415
tt0182317;nm0128615
tt0182330;nm0197929
tt0182338;nm0275269
tt0182357;nm0154385
tt0182374;nm0316151
tt0182379;nm0952737
tt0182479;nm0846290
tt0182503;nm0762517
tt0182508;nm0790398
tt0182512;nm0244294
tt0182512;nm0332892
tt0182526;nm0061522
tt0182663;nm0255386
tt0182666;nm0403226
tt0182675;nm0716340
tt0182688;nm0244421
tt0182690;nm0251630
tt0182694;nm0015570
tt0182722;nm0197929
tt0182730;nm0227460
tt0182731;nm0039515
tt0182736;nm0039515
tt0182739;nm0768422
tt0182749;nm0015570
tt0182752;nm0035067
tt0182753;nm0047971
tt0182764;nm0047971
tt0182765;nm0947998
tt0182776;nm0944527
tt0182789;nm0001060
tt0182890;nm0887402
tt0182892;nm0557945
tt0182916;nm0862605
tt0182917;nm0140241
tt0182918;nm0140241
tt0182948;nm0023355
tt0182958;nm0222615
tt0182967;nm0947998
tt0182977;nm0539287
tt0182992;nm0243729
tt0182996;nm0116949
tt0183044;nm0053755
tt0183056;nm0221611
tt0183061;nm0411030
tt0183063;nm0140241
tt0183072;nm0564327
tt0183072;nm0689788
tt0183072;nm0689789
tt0183076;nm0714913
tt0183076;nm0714914
tt0183098;nm0061792
tt0183122;nm0351410
tt0183126;nm0367121
tt0183127;nm0127882
tt0183137;nm0386504
tt0183142;nm0199660
tt0183159;nm0397298
tt0183171;nm0406980
tt0183197;nm0262733
tt0183228;nm0173017
tt0183230;nm0197929
tt0183280;nm0003289
tt0183306;nm0214964
tt0183330;nm0765761
tt0183333;nm0040220
tt0183338;nm0047971
tt0183341;nm2117724
tt0183348;nm0737631
tt0183348;nm0841323
tt0183353;nm0047971
tt0183368;nm0947998
tt0183392;nm0186505
tt0183419;nm0697935
tt0183423;nm0325998
tt0183449;nm0659992
tt0183451;nm0659992
tt0183452;nm0716701
tt0183459;nm0960253
tt0183460;nm0690741
tt0183470;nm0781261
tt0183503;nm0006729
tt0183505;nm0125803
tt0183505;nm0268380
tt0183520;nm0140241
tt0183521;nm0140241
tt0183523;nm0000361
tt0183542;nm0960375
tt0183550;nm0483953
tt0183552;nm0140241
tt0183570;nm0227460
tt0183589;nm0630197
tt0183590;nm0433657
tt0183607;nm0782578
tt0183611;nm0287566
tt0183613;nm0225935
tt0183617;nm0781261
tt0183639;nm0593185
tt0183641;nm0938732
tt0183649;nm0001708
tt0183659;nm0000438
tt0183693;nm0140241
tt0183704;nm0945324
tt0183717;nm0641224
tt0183742;nm0756141
tt0183766;nm0163706
tt0183779;nm0088397
tt0183790;nm0001338
tt0183802;nm0408392
tt0183808;nm0779641
tt0183817;nm0076277
tt0183828;nm0950615
tt0183869;nm0470443
tt0183873;nm0197929
tt0183882;nm0222615
tt0183882;nm0416484
tt0183882;nm0937321
tt0183884;nm0300566
tt0183885;nm0012580
tt0183892;nm0150906
tt0183943;nm0693726
tt0183946;nm0643247
tt0183948;nm0256831
tt0183958;nm0408392
tt0183979;nm0724037
tt0183992;nm0379773
tt0183992;nm0512494
tt0184005;nm0353902
tt0184016;nm0625338
tt0184018;nm0625791
tt0184048;nm0015037
tt0184079;nm0197929
tt0184081;nm0157759
tt0184115;nm0957794
tt0184178;nm0614516
tt0184215;nm0159741
tt0184218;nm0893099
tt0184220;nm0544836
tt0184231;nm0197929
tt0184235;nm0078654
tt0184240;nm0899501
tt0184310;nm0417054
tt0184316;nm0954713
tt0184354;nm0939147
tt0184366;nm0173101
tt0184375;nm0905667
tt0184384;nm0355497
tt0184395;nm0479711
tt0184435;nm0323321
tt0184436;nm0893099
tt0184452;nm0441525
tt0184457;nm0284943
tt0184463;nm0002661
tt0184471;nm0909429
tt0184483;nm0155469
tt0184503;nm0437526
tt0184512;nm0905667
tt0184526;nm0463674
tt0184543;nm0716340
tt0184546;nm0757157
tt0184553;nm0716340
tt0184596;nm0959746
tt0184610;nm0170009
tt0184615;nm0756141
tt0184635;nm0833415
tt0184649;nm0874683
tt0184678;nm0227460
tt0184719;nm0785723
tt0184726;nm0323321
tt0184738;nm0341896
tt0184739;nm0489660
tt0184756;nm0877078
tt0184782;nm0159741
tt0184791;nm0625789
tt0184819;nm0230695
tt0184823;nm0525544
tt0184824;nm0893099
tt0184858;nm0001239
tt0184872;nm0354498
tt0184878;nm0134559
tt0184881;nm0727336
tt0184894;nm0223359
tt0184901;nm0159741
tt0184907;nm0462277
tt0184936;nm0441525
tt0184937;nm0544836
tt0184939;nm0323321
tt0184939;nm0441525
tt0184940;nm0441525
tt0184948;nm0799253
tt0184950;nm0893099
tt0184963;nm0227460
tt0184964;nm0893099
tt0184969;nm0489660
tt0184973;nm0464815
tt0184979;nm0626254
tt0185007;nm0431049
tt0185014;nm0000436
tt0185027;nm0040220
tt0185101;nm0038609
tt0185125;nm0000264
tt0185154;nm0690532
tt0185166;nm0013612
tt0185166;nm0348617
tt0185167;nm0080615
tt0185183;nm0002337
tt0185200;nm0156668
tt0185203;nm0205955
tt0185266;nm0307081
tt0185284;nm0530975
tt0185335;nm0315912
tt0185354;nm0644055
tt0185371;nm0540532
tt0185408;nm0437182
tt0185408;nm0606781
tt0185429;nm0868062
tt0185431;nm0109359
tt0185442;nm0085212
tt0185481;nm0159109
tt0185481;nm0727336
tt0185481;nm0960028
tt0185495;nm0004365
tt0185520;nm0150838
tt0185532;nm0044130
tt0185534;nm0417352
tt0185547;nm0714337
tt0185547;nm0932551
tt0185556;nm0386991
tt0185584;nm0737400
tt0185664;nm0473936
tt0185691;nm0943138
tt0185711;nm0916372
tt0185714;nm0386706
tt0185733;nm0413020
tt0185786;nm0335093
tt0185842;nm0408033
tt0185853;nm0258902
tt0185883;nm0408033
tt0185897;nm0744494
tt0185910;nm0747689
tt0185937;nm0617130
tt0185937;nm0844896
tt0185976;nm0288958
tt0185978;nm0413020
tt0185997;nm0002192
tt0186014;nm0271084
tt0186045;nm0327064
tt0186119;nm0664455
tt0186151;nm0387706
tt0186156;nm0313745
tt0186183;nm0909026
tt0186202;nm0002699
tt0186240;nm0827806
tt0186253;nm0533744
tt0186256;nm0225935
tt0186257;nm0246762
tt0186258;nm0286305
tt0186346;nm0130640
tt0186380;nm0140459
tt0186397;nm0181117
tt0186412;nm0694910
tt0186449;nm0329679
tt0186454;nm0131064
tt0186531;nm0699750
tt0186547;nm0271084
tt0186549;nm0947388
tt0186566;nm0000142
tt0186589;nm0568230
tt0186647;nm0143984
tt0186647;nm0834939
tt0186650;nm0061955
tt0186658;nm0628724
tt0186719;nm0420619
tt0186725;nm0946638
tt0186730;nm0851724
tt0186835;nm0475879
tt0186871;nm0695162
tt0186894;nm0740400
tt0186895;nm0768597
tt0186896;nm0346436
tt0186907;nm0815784
tt0186908;nm0220895
tt0186909;nm0443070
tt0186932;nm0002661
tt0186939;nm0473791
tt0186953;nm0231030
tt0186956;nm0080245
tt0186975;nm0410640
tt0186988;nm0503791
tt0186993;nm0580726
tt0186997;nm0491626
tt0187039;nm0064415
tt0187039;nm0287988
tt0187039;nm0295550
tt0187039;nm0325476
tt0187039;nm0718467
tt0187039;nm0730265
tt0187044;nm0845386
tt0187078;nm0784061
tt0187090;nm0095275
tt0187096;nm0890060
tt0187108;nm0765873
tt0187109;nm0576495
tt0187115;nm0890060
tt0187119;nm0879755
tt0187131;nm0161219
tt0187131;nm0284585
tt0187150;nm0706484
tt0187152;nm0849080
tt0187178;nm0706484
tt0187188;nm0536820
tt0187192;nm0786042
tt0187200;nm0898773
tt0187227;nm0438029
tt0187231;nm0815638
tt0187236;nm0871456
tt0187251;nm0911642
tt0187273;nm0710048
tt0187279;nm0660967
tt0187279;nm1346458
tt0187279;nm2386250
tt0187318;nm0536818
tt0187330;nm0126906
tt0187351;nm0539491
tt0187357;nm0750857
tt0187387;nm0613011
tt0187393;nm0000386
tt0187399;nm0765135
tt0187407;nm0647429
tt0187412;nm0616114
tt0187421;nm0546686
tt0187422;nm0616114
tt0187457;nm0094726
tt0187474;nm0563440
tt0187484;nm0201927
tt0187499;nm0155568
tt0187499;nm0876621
tt0187501;nm0605245
tt0187512;nm0563039
tt0187530;nm0322785
tt0187559;nm0003953
tt0187567;nm0183984
tt0187570;nm0277001
tt0187579;nm0308042
tt0187590;nm0236313
tt0187601;nm0003508
tt0187687;nm0408008
tt0187696;nm0752328
tt0187712;nm0280396
tt0187732;nm0956022
tt0187738;nm0868219
tt0187750;nm0147985
tt0187781;nm0681617
tt0187805;nm0037575
tt0187809;nm0576529
tt0187819;nm0431570
tt0187820;nm0173207
tt0187867;nm0005846
tt0187868;nm0188293
tt0187871;nm0557945
tt0187880;nm0442455
tt0187884;nm0399007
tt0187884;nm1396115
tt0187995;nm0047222
tt0187999;nm0795585
tt0188019;nm0954099
tt0188027;nm0226200
tt0188030;nm0191109
tt0188045;nm0580669
tt0188052;nm0437195
tt0188054;nm0453953
tt0188055;nm0364578
tt0188071;nm0274141
tt0188082;nm0850212
tt0188083;nm0128764
tt0188128;nm0837406
tt0188135;nm0544122
tt0188160;nm0959665
tt0188164;nm0900013
tt0188180;nm0267405
tt0188193;nm0756926
tt0188195;nm0491626
tt0188205;nm0567979
tt0188206;nm0691354
tt0188207;nm0888585
tt0188212;nm0848986
tt0188246;nm0268543
tt0188277;nm0889402
tt0188386;nm0879423
tt0188387;nm0617767
tt0188388;nm0660346
tt0188404;nm0311590
tt0188404;nm0418142
tt0188404;nm0436537
tt0188404;nm0472243
tt0188442;nm0302007
tt0188453;nm0125336
tt0188460;nm0856124
tt0188500;nm0946179
tt0188503;nm0453518
tt0188506;nm0481451
tt0188509;nm0487008
tt0188518;nm0587669
tt0188527;nm0557789
tt0188535;nm0015168
tt0188557;nm0420332
tt0188568;nm0804080
tt0188583;nm0589284
tt0188604;nm0395783
tt0188605;nm0626406
tt0188615;nm0946875
tt0188620;nm0898178
tt0188634;nm0363094
tt0188647;nm0070837
tt0188653;nm0882445
tt0188674;nm0449863
tt0188688;nm0781230
tt0188694;nm0284409
tt0188750;nm0605741
tt0188757;nm0002715
tt0188757;nm0232538
tt0188764;nm0420669
tt0188766;nm0159507
tt0188766;nm0497758
tt0188782;nm0398786
tt0188797;nm0863922
tt0188797;nm0910870
tt0188799;nm0945324
tt0188801;nm0757508
tt0188830;nm0697002
tt0188863;nm0291449
tt0188925;nm0130369
tt0188949;nm0758097
tt0189021;nm0275269
tt0189039;nm0196115
tt0189041;nm0499939
tt0189053;nm0527121
tt0189092;nm0258221
tt0189102;nm0407392
tt0189118;nm0374007
tt0189142;nm0749914
tt0189153;nm0590503
tt0189154;nm0945899
tt0189184;nm0004372
tt0189192;nm0688585
tt0189201;nm0567050
tt0189219;nm0270502
tt0189340;nm0691061
tt0189386;nm0048037
tt0189443;nm0451891
tt0189452;nm0957365
tt0189456;nm0719320
tt0189459;nm0889024
tt0189467;nm0172826
tt0189475;nm0501256
tt0189486;nm0129970
tt0189492;nm0151511
tt0189509;nm0346087
tt0189529;nm0541170
tt0189541;nm0589488
tt0189582;nm0206911
tt0189584;nm0841647
tt0189592;nm0442479
tt0189603;nm0491626
tt0189630;nm0321159
tt0189633;nm0006765
tt0189634;nm0691636
tt0189634;nm0815809
tt0189660;nm0150897
tt0189727;nm0002572
tt0189744;nm0001214
tt0189758;nm0101421
tt0189762;nm0491049
tt0189764;nm0948492
tt0189791;nm0023207
tt0189796;nm0831243
tt0189810;nm0005290
tt0189811;nm0826348
tt0189814;nm0451891
tt0189844;nm0049728
tt0189916;nm0458251
tt0189940;nm0540899
tt0189954;nm0401176
tt0189973;nm0794000
tt0189978;nm0696547
tt0189981;nm0765291
tt0189998;nm0580729
tt0190006;nm0490236
tt0190008;nm0566885
tt0190024;nm0836575
tt0190052;nm0003917
tt0190060;nm0497579
tt0190074;nm0079689
tt0190122;nm0757954
tt0190138;nm0528718
tt0190229;nm0810660
tt0190230;nm0559573
tt0190231;nm0559573
tt0190232;nm0559573
tt0190255;nm0184616
tt0190268;nm1104118
tt0190273;nm0134659
tt0190322;nm0169848
tt0190332;nm0000487
tt0190346;nm0308592
tt0190369;nm0613582
tt0190374;nm0813309
tt0190377;nm0628715
tt0190377;nm0867210
tt0190398;nm0704497
tt0190419;nm0080333
tt0190435;nm0096137
tt0190435;nm0397265
tt0190450;nm0393322
tt0190503;nm0216059
tt0190506;nm0532702
tt0190513;nm0411027
tt0190520;nm0548059
tt0190524;nm0765225
tt0190552;nm0079096
tt0190577;nm0150503
tt0190582;nm0040630
tt0190583;nm0361776
tt0190590;nm0001053
tt0190590;nm0001054
tt0190591;nm0490444
tt0190611;nm0518363
tt0190641;nm0951197
tt0190646;nm0136025
tt0190736;nm0658585
tt0190798;nm0952583
tt0190805;nm0266203
tt0190847;nm0136025
tt0190865;nm0132709
tt0190874;nm0075626
tt0190882;nm1104118
tt0190884;nm0413465
tt0190938;nm0059686
tt0190975;nm0635145
tt0190994;nm0103523
tt0191002;nm0793019
tt0191019;nm0488788
tt0191037;nm0908148
tt0191043;nm0006498
tt0191053;nm0459017
tt0191066;nm0587208
tt0191074;nm0165062
tt0191076;nm0162992
tt0191097;nm0955133
tt0191127;nm0943139
tt0191133;nm0528718
tt0191176;nm0411290
tt0191187;nm0542093
tt0191198;nm0624589
tt0191235;nm0546153
tt0191242;nm0540468
tt0191246;nm0258477
tt0191255;nm0732306
tt0191280;nm0295209
tt0191280;nm0434172
tt0191280;nm0483726
tt0191280;nm0923252
tt0191280;nm0942559
tt0191280;nm0958536
tt0191323;nm0151946
tt0191323;nm0327201
tt0191326;nm0339683
tt0191353;nm0040125
tt0191383;nm0954713
tt0191397;nm0222043
tt0191445;nm0309243
tt0191456;nm0665374
tt0191476;nm0199379
tt0191498;nm0271866
tt0191546;nm0826642
tt0191610;nm0000367
tt0191610;nm0041474
tt0191625;nm0745498
tt0191636;nm0496312
tt0191644;nm0935164
tt0191664;nm0407489
tt0191666;nm0538105
tt0191754;nm0858525
tt0191760;nm0689554
tt0191771;nm0609200
tt0191774;nm0814855
tt0191821;nm0728476
tt0191833;nm0444217
tt0191869;nm0186784
tt0191869;nm0389133
tt0191899;nm0170354
tt0191911;nm0003458
tt0191996;nm0935528
tt0192013;nm0950819
tt0192023;nm0698251
tt0192056;nm0491626
tt0192071;nm0641373
tt0192075;nm0170113
tt0192097;nm0586837
tt0192099;nm0593978
tt0192111;nm0914132
tt0192126;nm0347465
tt0192194;nm0005101
tt0192213;nm0002254
tt0192229;nm0910659
tt0192237;nm0005917
tt0192255;nm0248942
tt0192295;nm0005917
tt0192339;nm0216560
tt0192377;nm0500867
tt0192407;nm0648740
tt0192427;nm0595752
tt0192455;nm0000778
tt0192512;nm0383605
tt0192566;nm0665374
tt0192576;nm0004451
tt0192601;nm0155568
tt0192612;nm0032786
tt0192614;nm0003418
tt0192638;nm0367523
tt0192657;nm0437625
tt0192665;nm0117745
tt0192669;nm0939869
tt0192678;nm0514493
tt0192679;nm0206695
tt0192713;nm0009287
tt0192718;nm0703400
tt0192719;nm0685923
tt0192731;nm0653211
tt0192743;nm0764741
tt0192745;nm0702148
tt0192766;nm0746307
tt0192788;nm0206767
tt0192788;nm0683578
tt0192792;nm0446230
tt0192803;nm0710230
tt0192912;nm0148115
tt0192949;nm0000780
tt0192962;nm0409079
tt0192993;nm0351566
tt0193102;nm0195934
tt0193135;nm0871456
tt0193167;nm0093081
tt0193195;nm0351350
tt0193239;nm0347589
tt0193246;nm0025603
tt0193253;nm0436784
tt0193253;nm0645657
tt0193318;nm0560135
tt0193345;nm0551630
tt0193355;nm0647055
tt0193364;nm0504802
tt0193373;nm0439302
tt0193430;nm0277056
tt0193438;nm0652213
tt0193444;nm0044584
tt0193449;nm0417562
tt0193493;nm0351566
tt0193506;nm0380526
tt0193506;nm0567115
tt0193510;nm0001238
tt0193537;nm0322539
tt0193545;nm0084388
tt0193545;nm0164531
tt0193560;nm0591171
tt0193620;nm0695114
tt0193620;nm1257532
tt0193633;nm0271792
tt0193647;nm0238138
tt0193660;nm0557065
tt0193701;nm0614772
